Subject;AgeGroup;ItemID;Position;CorrectChoice;RiskyChoice;Gender;NegativeAffect;Numeracy
34;younger;64;25;1;1;female;1.75;7
34;younger;65;91;1;0;female;1.75;7
34;younger;66;80;0;0;female;1.75;7
34;younger;67;11;1;1;female;1.75;7
34;younger;68;22;1;0;female;1.75;7
34;younger;69;40;0;0;female;1.75;7
34;younger;70;39;0;0;female;1.75;7
34;younger;71;17;1;1;female;1.75;7
34;younger;72;42;1;0;female;1.75;7
34;younger;73;69;1;1;female;1.75;7
34;younger;74;37;1;0;female;1.75;7
34;younger;75;95;1;0;female;1.75;7
34;younger;76;3;0;0;female;1.75;7
34;younger;77;47;1;0;female;1.75;7
34;younger;78;74;1;0;female;1.75;7
34;younger;79;98;1;1;female;1.75;7
34;younger;80;103;1;1;female;1.75;7
34;younger;81;5;1;1;female;1.75;7
34;younger;82;82;1;0;female;1.75;7
34;younger;83;73;1;1;female;1.75;7
34;younger;84;101;1;0;female;1.75;7
34;younger;85;4;0;0;female;1.75;7
34;younger;86;66;1;1;female;1.75;7
34;younger;87;55;0;0;female;1.75;7
34;younger;88;56;1;1;female;1.75;7
34;younger;89;32;1;0;female;1.75;7
34;younger;90;58;1;1;female;1.75;7
34;younger;91;27;0;0;female;1.75;7
34;younger;92;15;0;0;female;1.75;7
34;younger;93;68;1;0;female;1.75;7
34;younger;94;35;0;0;female;1.75;7
34;younger;95;99;1;0;female;1.75;7
34;younger;96;6;1;1;female;1.75;7
34;younger;97;87;1;0;female;1.75;7
34;younger;98;59;1;1;female;1.75;7
34;younger;99;2;0;0;female;1.75;7
34;younger;100;13;0;1;female;1.75;7
34;younger;101;88;1;1;female;1.75;7
34;younger;102;9;0;1;female;1.75;7
34;younger;103;102;0;0;female;1.75;7
34;younger;104;97;1;0;female;1.75;7
34;younger;105;30;1;1;female;1.75;7
35;younger;1;50;0;0;male;1;8
35;younger;2;49;0;1;male;1;8
35;younger;3;85;1;1;male;1;8
35;younger;4;64;1;0;male;1;8
35;younger;5;95;0;0;male;1;8
35;younger;6;3;1;NA;male;1;8
35;younger;7;79;1;1;male;1;8
35;younger;8;34;0;1;male;1;8
35;younger;9;93;1;1;male;1;8
35;younger;10;33;1;0;male;1;8
35;younger;11;32;1;1;male;1;8
35;younger;12;51;1;0;male;1;8
35;younger;13;82;1;0;male;1;8
35;younger;14;29;1;0;male;1;8
35;younger;15;44;1;0;male;1;8
35;younger;16;67;1;0;male;1;8
35;younger;17;87;0;0;male;1;8
35;younger;18;16;0;0;male;1;8
35;younger;19;77;0;0;male;1;8
35;younger;20;24;0;0;male;1;8
35;younger;21;52;1;1;male;1;8
35;younger;22;101;1;NA;male;1;8
35;younger;23;13;0;1;male;1;8
35;younger;24;5;NA;1;male;1;8
35;younger;25;19;1;1;male;1;8
35;younger;26;57;1;1;male;1;8
35;younger;27;37;1;1;male;1;8
35;younger;28;61;1;1;male;1;8
35;younger;29;105;1;1;male;1;8
35;younger;30;65;1;1;male;1;8
35;younger;31;38;1;0;male;1;8
35;younger;32;72;1;1;male;1;8
35;younger;33;48;1;1;male;1;8
35;younger;34;60;0;1;male;1;8
35;younger;35;75;0;0;male;1;8
35;younger;36;2;1;0;male;1;8
35;younger;37;92;1;1;male;1;8
35;younger;38;76;1;0;male;1;8
35;younger;39;25;0;0;male;1;8
35;younger;40;71;1;0;male;1;8
35;younger;41;35;1;1;male;1;8
35;younger;42;46;1;1;male;1;8
35;younger;43;47;0;1;male;1;8
35;younger;44;96;1;1;male;1;8
35;younger;45;15;1;1;male;1;8
35;younger;46;63;1;0;male;1;8
35;younger;47;22;1;0;male;1;8
35;younger;48;7;0;0;male;1;8
35;younger;49;28;1;0;male;1;8
35;younger;50;62;1;0;male;1;8
35;younger;51;31;1;1;male;1;8
35;younger;52;9;1;1;male;1;8
35;younger;53;74;1;1;male;1;8
35;younger;54;23;0;0;male;1;8
35;younger;55;27;1;0;male;1;8
35;younger;56;43;0;0;male;1;8
35;younger;57;90;1;0;male;1;8
35;younger;58;18;0;0;male;1;8
35;younger;59;73;1;1;male;1;8
35;younger;60;68;1;1;male;1;8
35;younger;61;100;1;0;male;1;8
35;younger;62;45;1;1;male;1;8
35;younger;63;26;0;1;male;1;8
35;younger;64;54;1;1;male;1;8
35;younger;65;40;1;0;male;1;8
35;younger;66;83;1;1;male;1;8
35;younger;67;84;1;1;male;1;8
35;younger;68;58;1;0;male;1;8
35;younger;69;70;0;0;male;1;8
35;younger;70;8;1;1;male;1;8
35;younger;71;66;1;1;male;1;8
35;younger;72;91;1;0;male;1;8
35;younger;73;81;0;0;male;1;8
35;younger;74;20;1;0;male;1;8
35;younger;75;36;1;0;male;1;8
35;younger;76;39;1;1;male;1;8
35;younger;77;86;1;0;male;1;8
35;younger;78;6;1;0;male;1;8
35;younger;79;56;1;1;male;1;8
35;younger;80;59;1;1;male;1;8
35;younger;81;53;1;1;male;1;8
35;younger;82;41;1;0;male;1;8
35;younger;83;4;1;1;male;1;8
35;younger;84;55;1;0;male;1;8
35;younger;85;94;0;0;male;1;8
35;younger;86;102;0;0;male;1;8
35;younger;87;12;1;1;male;1;8
35;younger;88;98;1;1;male;1;8
35;younger;89;88;1;0;male;1;8
35;younger;90;80;1;1;male;1;8
35;younger;91;97;1;1;male;1;8
35;younger;92;21;0;0;male;1;8
35;younger;93;104;1;0;male;1;8
35;younger;94;17;1;1;male;1;8
35;younger;95;30;1;0;male;1;8
35;younger;96;89;1;1;male;1;8
35;younger;97;11;1;0;male;1;8
35;younger;98;10;1;1;male;1;8
35;younger;99;42;1;1;male;1;8
35;younger;100;78;0;1;male;1;8
35;younger;101;1;1;1;male;1;8
35;younger;102;69;1;0;male;1;8
35;younger;103;103;1;1;male;1;8
35;younger;104;14;1;0;male;1;8
35;younger;105;99;0;0;male;1;8
36;younger;1;82;0;0;female;3;8
36;younger;2;11;0;1;female;3;8
36;younger;3;104;0;0;female;3;8
36;younger;4;59;0;1;female;3;8
36;younger;5;10;0;0;female;3;8
36;younger;6;77;1;NA;female;3;8
36;younger;7;17;0;0;female;3;8
36;younger;8;53;0;1;female;3;8
36;younger;9;8;0;0;female;3;8
36;younger;10;47;0;1;female;3;8
36;younger;11;87;0;0;female;3;8
36;younger;12;7;0;1;female;3;8
36;younger;13;1;1;0;female;3;8
36;younger;14;3;1;0;female;3;8
36;younger;15;70;0;1;female;3;8
36;younger;16;96;1;0;female;3;8
36;younger;17;9;0;0;female;3;8
36;younger;18;23;0;0;female;3;8
36;younger;19;65;1;1;female;3;8
36;younger;20;90;1;1;female;3;8
36;younger;21;84;1;1;female;3;8
36;younger;22;54;1;NA;female;3;8
36;younger;23;15;0;1;female;3;8
36;younger;24;60;NA;1;female;3;8
36;younger;25;50;1;1;female;3;8
36;younger;26;43;1;1;female;3;8
36;younger;27;42;1;1;female;3;8
36;younger;28;38;1;1;female;3;8
36;younger;29;69;1;1;female;3;8
36;younger;30;93;1;1;female;3;8
36;younger;31;91;1;0;female;3;8
36;younger;32;34;0;0;female;3;8
36;younger;33;78;1;1;female;3;8
36;younger;34;88;0;1;female;3;8
36;younger;35;40;1;1;female;3;8
36;younger;36;29;0;1;female;3;8
36;younger;37;99;1;1;female;3;8
36;younger;38;30;1;0;female;3;8
36;younger;39;80;0;0;female;3;8
36;younger;40;74;1;0;female;3;8
36;younger;41;83;1;1;female;3;8
36;younger;42;61;1;1;female;3;8
36;younger;43;72;0;1;female;3;8
36;younger;44;37;1;1;female;3;8
36;younger;45;39;1;1;female;3;8
36;younger;46;31;1;0;female;3;8
36;younger;47;98;1;0;female;3;8
36;younger;48;44;0;0;female;3;8
36;younger;49;75;1;0;female;3;8
36;younger;50;4;1;0;female;3;8
36;younger;51;55;1;1;female;3;8
36;younger;52;18;1;1;female;3;8
36;younger;53;89;1;1;female;3;8
36;younger;54;86;0;0;female;3;8
36;younger;55;6;1;0;female;3;8
36;younger;56;25;0;0;female;3;8
36;younger;57;21;0;1;female;3;8
36;younger;58;76;1;1;female;3;8
36;younger;59;81;1;1;female;3;8
36;younger;60;105;0;0;female;3;8
36;younger;61;95;1;0;female;3;8
36;younger;62;48;1;1;female;3;8
36;younger;63;14;1;0;female;3;8
36;younger;64;97;0;0;female;3;8
36;younger;65;66;1;0;female;3;8
36;younger;66;94;1;1;female;3;8
36;younger;67;33;1;1;female;3;8
36;younger;68;64;1;0;female;3;8
36;younger;69;32;1;1;female;3;8
36;younger;70;102;0;0;female;3;8
36;younger;71;28;1;1;female;3;8
36;younger;72;5;0;1;female;3;8
36;younger;73;58;1;1;female;3;8
36;younger;74;57;1;0;female;3;8
36;younger;75;63;0;1;female;3;8
36;younger;76;22;1;1;female;3;8
36;younger;77;45;1;0;female;3;8
36;younger;78;13;1;0;female;3;8
36;younger;79;20;1;1;female;3;8
36;younger;80;56;1;1;female;3;8
36;younger;81;49;0;0;female;3;8
36;younger;82;19;1;0;female;3;8
36;younger;83;36;1;1;female;3;8
36;younger;84;92;1;0;female;3;8
36;younger;85;85;1;1;female;3;8
36;younger;86;100;0;0;female;3;8
36;younger;87;46;1;1;female;3;8
36;younger;88;27;1;1;female;3;8
36;younger;89;2;1;0;female;3;8
36;younger;90;79;1;1;female;3;8
36;younger;91;24;1;1;female;3;8
36;younger;92;67;0;0;female;3;8
36;younger;93;16;0;1;female;3;8
36;younger;94;62;1;1;female;3;8
36;younger;95;26;1;0;female;3;8
36;younger;96;68;1;1;female;3;8
36;younger;97;103;1;0;female;3;8
36;younger;98;101;1;1;female;3;8
36;younger;99;35;1;1;female;3;8
36;younger;100;52;0;1;female;3;8
36;younger;101;41;1;1;female;3;8
36;younger;102;51;1;0;female;3;8
36;younger;103;73;0;0;female;3;8
36;younger;104;12;1;0;female;3;8
36;younger;105;71;0;0;female;3;8
37;younger;1;87;0;0;male;2.5;7
37;younger;2;96;0;1;male;2.5;7
37;younger;3;7;1;1;male;2.5;7
37;younger;4;65;0;1;male;2.5;7
37;younger;5;6;1;1;male;2.5;7
37;younger;6;97;1;NA;male;2.5;7
37;younger;7;22;1;1;male;2.5;7
37;younger;8;98;0;1;male;2.5;7
37;younger;9;86;1;1;male;2.5;7
37;younger;10;25;1;0;male;2.5;7
37;younger;11;55;1;1;male;2.5;7
37;younger;12;57;1;0;male;2.5;7
37;younger;13;88;1;0;male;2.5;7
37;younger;14;103;1;0;male;2.5;7
37;younger;15;78;1;0;male;2.5;7
37;younger;16;20;1;0;male;2.5;7
37;younger;17;102;0;0;male;2.5;7
37;younger;18;93;0;0;male;2.5;7
37;younger;19;79;1;1;male;2.5;7
37;younger;20;82;1;1;male;2.5;7
37;younger;21;47;0;0;male;2.5;7
37;younger;22;80;1;NA;male;2.5;7
37;younger;23;2;1;0;male;2.5;7
37;younger;24;64;NA;0;male;2.5;7
37;younger;25;60;1;1;male;2.5;7
37;younger;26;14;1;1;male;2.5;7
37;younger;27;53;1;1;male;2.5;7
37;younger;28;40;1;1;male;2.5;7
37;younger;29;26;1;1;male;2.5;7
37;younger;30;45;1;1;male;2.5;7
37;younger;31;67;1;0;male;2.5;7
37;younger;32;73;0;0;male;2.5;7
37;younger;33;1;1;1;male;2.5;7
37;younger;34;18;0;1;male;2.5;7
37;younger;35;91;0;0;male;2.5;7
37;younger;36;69;1;0;male;2.5;7
37;younger;37;92;1;1;male;2.5;7
37;younger;38;8;1;0;male;2.5;7
37;younger;39;4;1;1;male;2.5;7
37;younger;40;10;1;0;male;2.5;7
37;younger;41;99;1;1;male;2.5;7
37;younger;42;58;1;1;male;2.5;7
37;younger;43;83;1;0;male;2.5;7
37;younger;44;70;1;1;male;2.5;7
37;younger;45;5;1;1;male;2.5;7
37;younger;46;105;1;0;male;2.5;7
37;younger;47;17;1;0;male;2.5;7
37;younger;48;100;0;0;male;2.5;7
37;younger;49;81;0;1;male;2.5;7
37;younger;50;51;1;0;male;2.5;7
37;younger;51;33;0;0;male;2.5;7
37;younger;52;32;1;1;male;2.5;7
37;younger;53;54;1;1;male;2.5;7
37;younger;54;48;0;0;male;2.5;7
37;younger;55;49;1;0;male;2.5;7
37;younger;56;44;1;1;male;2.5;7
37;younger;57;43;1;0;male;2.5;7
37;younger;58;11;0;0;male;2.5;7
37;younger;59;104;1;1;male;2.5;7
37;younger;60;71;1;1;male;2.5;7
37;younger;61;27;1;0;male;2.5;7
37;younger;62;19;1;1;male;2.5;7
37;younger;63;61;0;1;male;2.5;7
37;younger;64;62;1;1;male;2.5;7
37;younger;65;46;1;0;male;2.5;7
37;younger;66;52;0;0;male;2.5;7
37;younger;67;89;1;1;male;2.5;7
37;younger;68;39;1;0;male;2.5;7
37;younger;69;34;1;1;male;2.5;7
37;younger;70;77;1;1;male;2.5;7
37;younger;71;30;1;1;male;2.5;7
37;younger;72;84;1;0;male;2.5;7
37;younger;73;37;0;0;male;2.5;7
37;younger;74;101;1;0;male;2.5;7
37;younger;75;63;1;0;male;2.5;7
37;younger;76;94;0;0;male;2.5;7
37;younger;77;59;1;0;male;2.5;7
37;younger;78;15;1;0;male;2.5;7
37;younger;79;85;1;1;male;2.5;7
37;younger;80;76;1;1;male;2.5;7
37;younger;81;56;0;0;male;2.5;7
37;younger;82;38;1;0;male;2.5;7
37;younger;83;74;1;1;male;2.5;7
37;younger;84;41;0;1;male;2.5;7
37;younger;85;50;1;1;male;2.5;7
37;younger;86;35;0;0;male;2.5;7
37;younger;87;29;0;0;male;2.5;7
37;younger;88;9;1;1;male;2.5;7
37;younger;89;28;1;0;male;2.5;7
37;younger;90;95;1;1;male;2.5;7
37;younger;91;72;1;1;male;2.5;7
37;younger;92;16;0;0;male;2.5;7
37;younger;93;31;0;1;male;2.5;7
37;younger;94;21;1;1;male;2.5;7
37;younger;95;23;1;0;male;2.5;7
37;younger;96;13;1;1;male;2.5;7
37;younger;97;12;1;0;male;2.5;7
37;younger;98;36;1;1;male;2.5;7
37;younger;99;68;0;0;male;2.5;7
37;younger;100;66;0;1;male;2.5;7
37;younger;101;42;1;1;male;2.5;7
37;younger;102;90;1;0;male;2.5;7
37;younger;103;3;1;1;male;2.5;7
37;younger;104;75;1;0;male;2.5;7
37;younger;105;24;0;0;male;2.5;7
38;younger;1;5;1;1;male;1;7
38;younger;2;58;1;0;male;1;7
38;younger;3;100;1;1;male;1;7
38;younger;4;9;0;1;male;1;7
38;younger;5;33;0;0;male;1;7
38;younger;6;10;1;NA;male;1;7
38;younger;7;2;0;0;male;1;7
38;younger;8;36;1;0;male;1;7
38;younger;9;13;1;1;male;1;7
38;younger;10;103;1;0;male;1;7
38;younger;11;20;1;1;male;1;7
38;younger;12;41;0;1;male;1;7
38;younger;13;44;1;0;male;1;7
38;younger;14;102;0;1;male;1;7
38;younger;15;25;1;0;male;1;7
38;younger;16;52;1;0;male;1;7
38;younger;17;68;0;0;male;1;7
38;younger;18;59;0;0;male;1;7
38;younger;19;90;1;1;male;1;7
38;younger;20;42;0;0;male;1;7
38;younger;21;53;1;1;male;1;7
38;younger;22;49;1;NA;male;1;7
38;younger;23;84;1;0;male;1;7
38;younger;24;40;NA;0;male;1;7
38;younger;25;91;0;0;male;1;7
38;younger;26;57;1;1;male;1;7
38;younger;27;17;0;0;male;1;7
38;younger;28;21;0;0;male;1;7
38;younger;29;105;0;0;male;1;7
38;younger;30;50;1;1;male;1;7
38;younger;31;34;1;0;male;1;7
38;younger;32;3;1;1;male;1;7
38;younger;33;56;1;1;male;1;7
38;younger;34;24;0;1;male;1;7
38;younger;35;55;0;0;male;1;7
38;younger;36;82;1;0;male;1;7
38;younger;37;94;1;1;male;1;7
38;younger;38;98;1;0;male;1;7
38;younger;39;60;1;1;male;1;7
38;younger;40;72;1;0;male;1;7
38;younger;41;38;0;0;male;1;7
38;younger;42;18;1;1;male;1;7
38;younger;43;14;1;0;male;1;7
38;younger;44;73;1;1;male;1;7
38;younger;45;22;1;1;male;1;7
38;younger;46;93;1;0;male;1;7
38;younger;47;37;1;0;male;1;7
38;younger;48;97;1;1;male;1;7
38;younger;49;4;1;0;male;1;7
38;younger;50;19;1;0;male;1;7
38;younger;51;63;1;1;male;1;7
38;younger;52;75;1;1;male;1;7
38;younger;53;67;1;1;male;1;7
38;younger;54;76;0;0;male;1;7
38;younger;55;83;0;1;male;1;7
38;younger;56;85;0;0;male;1;7
38;younger;57;70;0;1;male;1;7
38;younger;58;62;0;0;male;1;7
38;younger;59;51;1;1;male;1;7
38;younger;60;78;1;1;male;1;7
38;younger;61;54;1;0;male;1;7
38;younger;62;92;0;0;male;1;7
38;younger;63;43;1;0;male;1;7
38;younger;64;89;1;1;male;1;7
38;younger;65;6;0;1;male;1;7
38;younger;66;11;0;0;male;1;7
38;younger;67;28;1;1;male;1;7
38;younger;68;8;1;0;male;1;7
38;younger;69;71;1;1;male;1;7
38;younger;70;64;1;1;male;1;7
38;younger;71;39;1;1;male;1;7
38;younger;72;30;1;0;male;1;7
38;younger;73;99;0;0;male;1;7
38;younger;74;32;1;0;male;1;7
38;younger;75;27;0;1;male;1;7
38;younger;76;12;0;0;male;1;7
38;younger;77;79;1;0;male;1;7
38;younger;78;66;0;1;male;1;7
38;younger;79;16;1;1;male;1;7
38;younger;80;48;1;1;male;1;7
38;younger;81;26;1;1;male;1;7
38;younger;82;96;0;1;male;1;7
38;younger;83;7;1;1;male;1;7
38;younger;84;69;0;1;male;1;7
38;younger;85;46;0;0;male;1;7
38;younger;86;74;0;0;male;1;7
38;younger;87;77;0;0;male;1;7
38;younger;88;1;1;1;male;1;7
38;younger;89;80;0;1;male;1;7
38;younger;90;35;0;0;male;1;7
38;younger;91;23;1;1;male;1;7
38;younger;92;81;0;0;male;1;7
38;younger;93;61;0;1;male;1;7
38;younger;94;47;1;1;male;1;7
38;younger;95;45;1;0;male;1;7
38;younger;96;104;1;1;male;1;7
38;younger;97;101;0;1;male;1;7
38;younger;98;88;1;1;male;1;7
38;younger;99;95;0;0;male;1;7
38;younger;100;86;0;1;male;1;7
38;younger;101;15;1;1;male;1;7
38;younger;102;31;1;0;male;1;7
38;younger;103;29;1;1;male;1;7
38;younger;104;65;0;1;male;1;7
38;younger;105;87;1;1;male;1;7
39;younger;1;63;0;0;female;1.5;9
39;younger;2;75;1;0;female;1.5;9
39;younger;3;29;1;1;female;1.5;9
39;younger;4;4;0;1;female;1.5;9
39;younger;5;26;0;0;female;1.5;9
39;younger;6;88;1;NA;female;1.5;9
39;younger;7;65;0;0;female;1.5;9
39;younger;8;37;0;1;female;1.5;9
39;younger;9;59;0;0;female;1.5;9
39;younger;10;32;0;1;female;1.5;9
39;younger;11;27;1;1;female;1.5;9
39;younger;12;105;1;0;female;1.5;9
39;younger;13;90;1;0;female;1.5;9
39;younger;14;68;1;0;female;1.5;9
39;younger;15;94;1;0;female;1.5;9
39;younger;16;17;0;1;female;1.5;9
39;younger;17;85;1;1;female;1.5;9
39;younger;18;77;0;0;female;1.5;9
39;younger;19;101;0;0;female;1.5;9
39;younger;20;82;1;1;female;1.5;9
39;younger;21;61;1;1;female;1.5;9
39;younger;22;46;1;NA;female;1.5;9
39;younger;23;72;1;0;female;1.5;9
39;younger;24;28;NA;1;female;1.5;9
39;younger;25;49;1;1;female;1.5;9
39;younger;26;47;0;0;female;1.5;9
39;younger;27;91;1;1;female;1.5;9
39;younger;28;23;0;0;female;1.5;9
39;younger;29;92;1;1;female;1.5;9
39;younger;30;21;1;1;female;1.5;9
39;younger;31;10;0;1;female;1.5;9
39;younger;32;93;1;1;female;1.5;9
39;younger;33;76;1;1;female;1.5;9
39;younger;34;57;1;0;female;1.5;9
39;younger;35;73;0;0;female;1.5;9
39;younger;36;2;0;1;female;1.5;9
39;younger;37;50;0;0;female;1.5;9
39;younger;38;40;1;0;female;1.5;9
39;younger;39;84;1;1;female;1.5;9
39;younger;40;16;1;0;female;1.5;9
39;younger;41;100;1;1;female;1.5;9
39;younger;42;60;1;1;female;1.5;9
39;younger;43;35;1;0;female;1.5;9
39;younger;44;95;1;1;female;1.5;9
39;younger;45;78;1;1;female;1.5;9
39;younger;46;55;0;1;female;1.5;9
39;younger;47;24;1;0;female;1.5;9
39;younger;48;41;0;0;female;1.5;9
39;younger;49;39;1;0;female;1.5;9
39;younger;50;13;1;0;female;1.5;9
39;younger;51;20;0;0;female;1.5;9
39;younger;52;11;1;1;female;1.5;9
39;younger;53;3;1;1;female;1.5;9
39;younger;54;87;0;0;female;1.5;9
39;younger;55;54;1;0;female;1.5;9
39;younger;56;5;0;0;female;1.5;9
39;younger;57;42;1;0;female;1.5;9
39;younger;58;98;1;1;female;1.5;9
39;younger;59;15;0;0;female;1.5;9
39;younger;60;22;1;1;female;1.5;9
39;younger;61;74;1;0;female;1.5;9
39;younger;62;58;0;0;female;1.5;9
39;younger;63;45;1;0;female;1.5;9
39;younger;64;31;0;0;female;1.5;9
39;younger;65;70;1;0;female;1.5;9
39;younger;66;7;0;0;female;1.5;9
39;younger;67;103;0;0;female;1.5;9
39;younger;68;51;1;0;female;1.5;9
39;younger;69;30;1;1;female;1.5;9
39;younger;70;6;0;0;female;1.5;9
39;younger;71;38;1;1;female;1.5;9
39;younger;72;66;1;0;female;1.5;9
39;younger;73;86;0;0;female;1.5;9
39;younger;74;52;1;0;female;1.5;9
39;younger;75;79;0;1;female;1.5;9
39;younger;76;56;1;1;female;1.5;9
39;younger;77;81;1;0;female;1.5;9
39;younger;78;96;0;1;female;1.5;9
39;younger;79;99;1;1;female;1.5;9
39;younger;80;53;1;1;female;1.5;9
39;younger;81;25;0;0;female;1.5;9
39;younger;82;1;1;0;female;1.5;9
39;younger;83;36;1;1;female;1.5;9
39;younger;84;43;0;1;female;1.5;9
39;younger;85;80;1;1;female;1.5;9
39;younger;86;62;0;0;female;1.5;9
39;younger;87;102;1;1;female;1.5;9
39;younger;88;71;0;0;female;1.5;9
39;younger;89;89;0;1;female;1.5;9
39;younger;90;9;1;1;female;1.5;9
39;younger;91;69;1;1;female;1.5;9
39;younger;92;83;1;1;female;1.5;9
39;younger;93;8;1;0;female;1.5;9
39;younger;94;12;0;0;female;1.5;9
39;younger;95;18;1;0;female;1.5;9
39;younger;96;97;1;1;female;1.5;9
39;younger;97;48;1;0;female;1.5;9
39;younger;98;104;0;0;female;1.5;9
39;younger;99;14;1;1;female;1.5;9
39;younger;100;67;0;1;female;1.5;9
39;younger;101;44;1;1;female;1.5;9
39;younger;102;19;0;1;female;1.5;9
39;younger;103;33;0;0;female;1.5;9
39;younger;104;34;1;0;female;1.5;9
39;younger;105;64;1;1;female;1.5;9
40;younger;1;24;0;0;female;3.75;7
40;younger;2;21;0;1;female;3.75;7
40;younger;3;87;0;0;female;3.75;7
40;younger;4;60;0;1;female;3.75;7
40;younger;5;96;0;0;female;3.75;7
40;younger;6;48;1;NA;female;3.75;7
40;younger;7;90;0;0;female;3.75;7
40;younger;8;25;0;1;female;3.75;7
40;younger;9;3;0;0;female;3.75;7
40;younger;10;65;0;1;female;3.75;7
40;younger;11;38;0;0;female;3.75;7
40;younger;12;58;0;1;female;3.75;7
40;younger;13;14;1;0;female;3.75;7
40;younger;14;35;1;0;female;3.75;7
40;younger;15;43;1;0;female;3.75;7
40;younger;16;81;1;0;female;3.75;7
40;younger;17;16;0;0;female;3.75;7
40;younger;18;63;0;0;female;3.75;7
40;younger;19;62;1;1;female;3.75;7
40;younger;20;41;0;0;female;3.75;7
40;younger;21;2;0;0;female;3.75;7
40;younger;22;95;1;NA;female;3.75;7
40;younger;23;56;0;1;female;3.75;7
40;younger;24;88;NA;1;female;3.75;7
40;younger;25;80;1;1;female;3.75;7
40;younger;26;89;1;1;female;3.75;7
40;younger;27;99;1;1;female;3.75;7
40;younger;28;30;1;1;female;3.75;7
40;younger;29;82;1;1;female;3.75;7
40;younger;30;1;1;1;female;3.75;7
40;younger;31;79;1;0;female;3.75;7
40;younger;32;93;1;1;female;3.75;7
40;younger;33;74;0;0;female;3.75;7
40;younger;34;47;1;0;female;3.75;7
40;younger;35;7;0;0;female;3.75;7
40;younger;36;37;0;1;female;3.75;7
40;younger;37;8;1;1;female;3.75;7
40;younger;38;64;1;0;female;3.75;7
40;younger;39;94;1;1;female;3.75;7
40;younger;40;17;1;0;female;3.75;7
40;younger;41;5;1;1;female;3.75;7
40;younger;42;97;0;0;female;3.75;7
40;younger;43;98;0;1;female;3.75;7
40;younger;44;44;1;1;female;3.75;7
40;younger;45;83;1;1;female;3.75;7
40;younger;46;78;1;0;female;3.75;7
40;younger;47;68;1;0;female;3.75;7
40;younger;48;34;0;0;female;3.75;7
40;younger;49;12;1;0;female;3.75;7
40;younger;50;4;1;0;female;3.75;7
40;younger;51;67;1;1;female;3.75;7
40;younger;52;33;1;1;female;3.75;7
40;younger;53;91;1;1;female;3.75;7
40;younger;54;20;0;0;female;3.75;7
40;younger;55;57;1;0;female;3.75;7
40;younger;56;104;1;1;female;3.75;7
40;younger;57;86;1;0;female;3.75;7
40;younger;58;54;1;1;female;3.75;7
40;younger;59;42;1;1;female;3.75;7
40;younger;60;105;1;1;female;3.75;7
40;younger;61;72;1;0;female;3.75;7
40;younger;62;18;1;1;female;3.75;7
40;younger;63;27;0;1;female;3.75;7
40;younger;64;59;1;1;female;3.75;7
40;younger;65;29;0;1;female;3.75;7
40;younger;66;71;1;1;female;3.75;7
40;younger;67;76;1;1;female;3.75;7
40;younger;68;50;1;0;female;3.75;7
40;younger;69;10;1;1;female;3.75;7
40;younger;70;13;1;1;female;3.75;7
40;younger;71;101;1;1;female;3.75;7
40;younger;72;26;1;0;female;3.75;7
40;younger;73;9;1;1;female;3.75;7
40;younger;74;70;0;1;female;3.75;7
40;younger;75;40;0;1;female;3.75;7
40;younger;76;15;0;0;female;3.75;7
40;younger;77;69;1;0;female;3.75;7
40;younger;78;36;1;0;female;3.75;7
40;younger;79;32;1;1;female;3.75;7
40;younger;80;49;1;1;female;3.75;7
40;younger;81;100;0;0;female;3.75;7
40;younger;82;45;1;0;female;3.75;7
40;younger;83;28;1;1;female;3.75;7
40;younger;84;6;1;0;female;3.75;7
40;younger;85;73;0;0;female;3.75;7
40;younger;86;66;0;0;female;3.75;7
40;younger;87;75;1;1;female;3.75;7
40;younger;88;103;0;0;female;3.75;7
40;younger;89;23;1;0;female;3.75;7
40;younger;90;51;0;0;female;3.75;7
40;younger;91;84;1;1;female;3.75;7
40;younger;92;46;0;0;female;3.75;7
40;younger;93;22;0;1;female;3.75;7
40;younger;94;102;1;1;female;3.75;7
40;younger;95;55;1;0;female;3.75;7
40;younger;96;92;1;1;female;3.75;7
40;younger;97;53;1;0;female;3.75;7
40;younger;98;61;1;1;female;3.75;7
40;younger;99;52;0;0;female;3.75;7
40;younger;100;39;1;0;female;3.75;7
40;younger;101;85;1;1;female;3.75;7
40;younger;102;31;1;0;female;3.75;7
40;younger;103;77;1;1;female;3.75;7
40;younger;104;11;1;0;female;3.75;7
40;younger;105;19;1;1;female;3.75;7
41;younger;1;101;0;0;female;3.25;9
41;younger;2;40;1;0;female;3.25;9
41;younger;3;94;1;1;female;3.25;9
41;younger;4;22;0;1;female;3.25;9
41;younger;5;95;0;0;female;3.25;9
41;younger;6;24;1;NA;female;3.25;9
41;younger;7;44;0;0;female;3.25;9
41;younger;8;6;1;0;female;3.25;9
41;younger;9;87;0;0;female;3.25;9
41;younger;10;43;0;1;female;3.25;9
41;younger;11;53;0;0;female;3.25;9
41;younger;12;98;0;1;female;3.25;9
41;younger;13;31;1;0;female;3.25;9
41;younger;14;20;1;0;female;3.25;9
41;younger;15;93;1;0;female;3.25;9
41;younger;16;15;1;0;female;3.25;9
41;younger;17;4;0;0;female;3.25;9
41;younger;18;92;0;0;female;3.25;9
41;younger;19;47;0;0;female;3.25;9
41;younger;20;81;0;0;female;3.25;9
41;younger;21;70;1;1;female;3.25;9
